Key,Source,Context,Changes,English,Russian
MasterCraftingBowsDesc,progression,Attribute,,"The skill [DECEA3]Archery lvl.5[-] makes it possible to create magazines [DECEA3]Bows master[-]\nReading these magazines improves the quality of the weapons you upgrade.","Умение [DECEA3]Стрельбы из лука ур.5[-] дает возможность создавать журналы [DECEA3]Мастер луков и арбалетов[-]\nЧтение этих журналов повышает качество улучшаемого оружия."
MasterWorkstationsName,progression,Attribute,,Master Workstations,Мастер рабочих станций
MasterWorkstationsDesc,progression,Attribute,,"The skill [DECEA3]Advanced Engineering lvl.5[-] makes it possible to create magazines [DECEA3]Workstation Master[-]\nReading these magazines opens up new stations and tools for them.","Умение [DECEA3]Продвинутое проектирование ур.5[-] дает возможность создавать журналы [DECEA3]Мастер рабочих станций[-]\nЧтение этих журналов открывает новые станции и инструменты к ним."
MasterToolsName,progression,Attribute,,Master Tools,Мастер инструментов
MasterToolsDesc,progression,Attribute,,"Any of the skills [DECEA3]Miner 69'er lvl.5[-], [DECEA3]Advanced Engineering lvl.5[-] or [DECEA3]Salvage Operations lvl.5[-] makes it possible to create magazines [DECEA3]Tools Master[-]\nReading these magazines improves the quality of the tool.","Любое из умений [DECEA3]Долбатель ур.5[-], [DECEA3]Продвинутое проектирование ур.5[-] или [DECEA3]Сбор трофеев ур.5[-] дает возможность создавать журналы [DECEA3]Мастер инструментов[-]\nЧтение этих журналов повышает качество инструмента."
MasterElectricianName,progression,Attribute,,Master Electrician,Мастер электрик
MasterElectricianDesc,progression,Attribute,,"The skill [DECEA3]Advanced Engineering lvl.5[-] makes it possible to create magazines [DECEA3]Electrician Master[-]\nReading these magazines will allow you to create new items.","Умение [DECEA3]Продвинутое проектирование ур.5[-] дает возможность создавать журналы [DECEA3]Мастер Электрик[-]\nЧтение этих журналов позволят создавать новые предметы."
MasterHeavyMeleeWeaponName,progression,Attribute,,Master Melee Heavy Weapons,Мастер тяжелого оружия ближнего боя
MasterHeavyMeleeWeaponDesc,progression,Attribute,,"Any of the skills [DECEA3]Skull Crusher lvl.5[-], [DECEA3]Pummel Pete lvl.5[-] or [DECEA3]Spear Master lvl.5[-] makes it possible to create magazines [DECEA3]Master Melee Heavy Weapons[-]\nReading these magazines improves the quality of the weapons you upgrade.","Любое из умений [DECEA3]Дробитель черепов ур.5[-], [DECEA3]Громила Пит ур.5[-] или [DECEA3]Мастер копья ур.5[-] дает возможность создавать журналы [DECEA3]Мастер тяжелого оружия ближнего боя[-]\nЧтение этих журналов повышает качество улучшаемого оружия."
MasterLightMeleeWeaponName,progression,Attribute,,Master Melee Light Weapons,Мастер легкого оружия ближнего боя
MasterLightMeleeWeaponDesc,progression,Attribute,,"Any of the skills [DECEA3]The Brawler lvl.5[-], [DECEA3]Deep cuts lvl.5[-] or [DECEA3]Electrocutioner lvl.5[-] makes it possible to create magazines [DECEA3]Master Melee Light Weapons[-]\nReading these magazines improves the quality of the weapons you upgrade.","Любое из умений [DECEA3]Драчун ур.5[-], [DECEA3]Глубокие раны ур.5[-] или [DECEA3]Электрочикатило ур.5[-] дает возможность создавать журналы [DECEA3]Мастер легкого оружия ближнего боя[-]\nЧтение этих журналов повышает качество улучшаемого оружия."

MasterKitchenName,progression,Attribute,,Master Kitchen,Мастер кухни
MasterElectricianDesc,progression,Attribute,,"The skill [DECEA3]Master Chef lvl.5[-] makes it possible to create magazines [DECEA3]Kitchen Master[-]\nReading these journals will allow you to create new elixirs.","Умение [DECEA3]Шеф повар ур.5[-] дает возможность создавать журналы [DECEA3]Мастер Кухни[-]\nЧтение этих журналов позволят создавать новые эликсиры."

masterworkstationsT1-1,progression,Attribute,,Tier 1: Kitchen Stove,Уровень 1: Кухонная плита
masterworkstationsT1-2,progression,Attribute,,Tier 1: Gatherer,Уровень 1: Собиратель
masterworkstationsT1-3,progression,Attribute,,Tier 1: Tarp,Уровень 1: Парусина
masterworkstationsT1-4,progression,Attribute,,Tier 1: Water Filter,Уровень 1: Фильтр для воды
masterworkstationsT1-5,progression,Attribute,,Tier 1: [DECEA3]Improved[-] Dew Collector,Уровень 1: [DECEA3]Улучшенный[-] Коллектор росы

masterworkstationsT2-1,progression,Attribute,,Tier 2: [DECEA3]Improved[-] Workbench,Уровень 2: [DECEA3]Улучшенный[-] Верстак
masterworkstationsT2-2,progression,Attribute,,Tier 2: [DECEA3]Improvement[-] Small Parts,Уровень 2: [DECEA3]Улучшение[-] Мелкие запчасти
masterworkstationsT2-3,progression,Attribute,,Tier 2: [DECEA3]Improvement[-] Advanced tools,Уровень 2: [DECEA3]Улучшение[-] Продвитуные инструменты

masterworkstationsT3-1,progression,Attribute,,Tier 3: [DECEA3]Improved[-] Cement Mixer,Уровень 3: [DECEA3]Улучшенная[-] Бетономешалка

masterworkstationsT4-1,progression,Attribute,,Tier 4: [DECEA3]Improved[-] Forge,Уровень 4: [DECEA3]Улучшенная[-] Кузница
masterworkstationsT4-2,progression,Attribute,,Tier 4: [DECEA3]Improved[-] Bellows,Уровень 4: [DECEA3]Улучшенные[-] Кузнечные меха
masterworkstationsT4-3,progression,Attribute,,Tier 4: [DECEA3]Improved[-] Anvil,Уровень 4: [DECEA3]Улучшенная[-] Наковальня

mastertoolsT1,progression,Attribute,,"Tier 1: [DECEA3]Improved[-] Auger, Chainsaw, Impact driver, Nailgun","Уровень 1: [DECEA3]Улучшенные[-] Бур, Бензопила, Шуруповерт, Гвоздомет"
mastertoolsT2,progression,Attribute,,"Tier 1: [FFB800]Reactor[-] Auger, Impact driver","Уровень 1: [FFB800]Реакторные[-] Бур, Шуруповерт"

MasterElectricianT3-1,progression,Attribute,,Tier 3: Portable [FFB800]Reactor[-],Уровень 3: Портативный [FFB800]Реактор[-]
MasterElectricianT3-2,progression,Attribute,,Tier 3: Charging station [FFB800]Reactor[-],Уровень 3: Зарядная станция [FFB800]Реактор[-]

