Key,Source,Context,Changes,English,Russian,TChinese
perkRecyclingRank3LongDesc,progression,Skills,,"These guys don't have spare parts.\n60% increase in dismantling speed and resources received","У этих ребят не бывает лишних запчастей.\nНа 60% увеличена скорость при разборе и получаемые ресурсы","這些傢伙沒有多餘的零件。\n拆解速度和獲得的資源增加60%"
perkRecyclingRank4LongDesc,progression,Skills,,"The expert will always be able to find useful parts even in trash.\nThe speed of disassembling and the resources received have been increased by 80%","Эксперт всегда сможет найти полезные части даже в мусоре.\nНа 80% увеличена скорость при разборе и получаемые ресурсы","專家總能在垃圾中找到有用的零件.\n拆解速度和獲得的資源增加80%"
perkRecyclingRank5LongDesc,progression,Skills,,"Super master always knows how to make candy out of trash. And vice versa.\nSpeed of disassembly and resources received are increased by 100%","Супер мастер всегда знает как из мусора собрать конфетку. И наоборот.\nНа 100% увеличена скорость при разборе и получаемые ресурсы","超級大師總是知道如何從垃圾中製造糖果。反之亦然。\n拆解速度和獲得的資源增加100%"
perkRecyclingRank1Desc,progression,Skills,,Assembler,Сборщик,組裝工
perkRecyclingRank2Desc,progression,Skills,,Workshop worker,Работник цеха,車間工人
perkRecyclingRank3Desc,progression,Skills,,IKEA Master,Мастер IKEA,宜家大師
perkRecyclingRank4Desc,progression,Skills,,Expert Disassembler,Эксперт по разборке,拆解專家
perkRecyclingRank5Desc,progression,Skills,,Super Disassembler,Супер разборщик,超級拆解者

perkMeatFeastName,progression,perk,,Meat Feast,Мясной пир,肉食盛宴
perkMeatFeastDesc,progression,perk,,"Rabbits are not only valuable fur, but also 1, 10 or even 76.3 kilograms of delicious meat. It all depends on where you found this rabbit. Learn to skillfully handle a knife or tool when cutting up animal carcasses. This will allow you to get more useful resources","Кролики это не только ценный мех, но и 1, 10 или даже 76,3 килограмм вкуснейшего мяса. Все зависит от того, где ты нашел этого кролика. Научитесь вертуозно обращаться с ножом или инструментом при разделке туш животных. Это позволит вам получить больше полезных ресурсов","兔子不僅是有價值的毛皮，還有1、10甚至76.3公斤的美味肉。這完全取決於你在哪裡找到這隻兔子。學會在切割動物屍體時熟練使用刀具或工具。這將使你獲得更多有用的資源"
perkMeatFeastRank1LongDesc,progression,Skills,,"If you cut around the edges, you can make excellent shawarma.\nThe amount of resources when cutting up animal carcasses has been increased by 20%","Если надрезать по краям можно приготовить отменную шаверму.\nНа 20% увеличено количество ресурсов при разделке туш животных","如果你沿邊緣切割，你可以做出excellent的沙威瑪。\n切割動物屍體時獲得的資源量增加了20%"
perkMeatFeastRank2LongDesc,progression,Skills,,"Butchering small animals is your main profession.\nThe amount of resources when butchering animal carcasses has been increased by 40%","Разделывать мелкую дичь ваша основная профессия.\nНа 40% увеличено количество ресурсов при разделке туш животных","屠宰小動物是你的主要職業。\n切割動物屍體時獲得的資源量增加了40%"
perkMeatFeastRank3LongDesc,progression,Skills,,"With animals it's almost like with fish, only there's more blood.\nThe amount of resources when cutting up animal carcasses has been increased by 60%","С животными почти как с рыбой, только крови больше.\nНа 60% увеличено количество ресурсов при разделке туш животных","處理動物幾乎和處理魚一樣，只是血更多。\n切割動物屍體時獲得的資源量增加了60%"
perkMeatFeastRank4LongDesc,progression,Skills,,"You know very well how to get the maximum amount of meat when cutting up a carcass. Not necessarily animals.\nThe amount of resources when cutting up animal carcasses has been increased by 80%","Вы прекрасно знаете как добыть максимум мяса при разделке туши. Не обязательно животных.\nНа 80% увеличено количество ресурсов при разделке туш животных","你非常清楚如何在切割屍體時獲得最大量的肉。不一定是動物的。\n切割動物屍體時獲得的資源量增加了80%"
perkMeatFeastRank5LongDesc,progression,Skills,,"The super butcher takes everything from life. What can we say about the carcasses he butchers.\nThe amount of resources when butchering animal carcasses has been increased by 100%","Супер мясник берет от жизни все. Что уже говорить про туши которые он разделывает.\nНа 100% увеличено количество ресурсов при разделке туш животных","超級屠夫從生活中獲取一切。更不用說他屠宰的屍體了。\n切割動物屍體時獲得的資源量增加了100%"
perkMeatFeastRank1Desc,progression,Skills,,Food court worker,Работник фудкорта,美食廣場工作者
perkMeatFeastRank2Desc,progression,Skills,,Senior Assistant Junior Chef,Старший помощник младшего повара,高級助理初級廚師
perkMeatFeastRank3Desc,progression,Skills,,Sushi master,Суши мастер,壽司大師
perkMeatFeastRank4Desc,progression,Skills,,Junior Assistant to the Head Chef,Младший помощник старшего повара,主廚初級助理
perkMeatFeastRank5Desc,progression,Skills,,Super Butcher,Супер мясник,超級屠夫

perkGoodSowingName,progression,perk,,Good Sowing,Хорошая посевная,良好播種
perkGoodSowingDesc,progression,perk,,"Good sowing is the key to a good harvest. The teacher sows correctly and then you will have something to collect. Increases the amount of resources collected and gives a chance to get additional seeds when collecting.","Хорошая посевная - залог хорошего урожая. Научитель правильно сеят и тогда вам будет что собирать. Увеличивает количество собираемых ресурсов и дает шанс получить дополнительные семена при сборе.","良好的播種是豐收的關鍵。老師正確播種，然後你就有東西可以收穫。增加收集的資源量，並在收集時有機會獲得額外的種子。"
perkGoodSowingRank1LongDesc,progression,Skills,,"A garden can't be beautiful without putting in the effort.\nWhen you harvest, you get 1 more seed","Сад не может быть красивым не приложив к этому усилий.\nПри сборе урожая вы получаете на 1 семя больше","沒有付出努力，花園就不可能美麗。\n收穫時，你會多得到1顆種子"
perkGoodSowingRank2LongDesc,progression,Skills,,"The garden is your second home.\nWhen harvesting, you get 1 more seed, 1 more resource. Also, the chance to find seeds is increased by 10%","Огород ваш второй дом.\nПри сборе урожая вы получаете на 1 семя больше, на 1 ресурс больше. Также шанс найти семена увеличен на 10%","花園是你的第二個家。\n收穫時，你會多得到1顆種子，1個資源。此外，找到種子的機會增加10%"
perkGoodSowingRank3LongDesc,progression,Skills,,"You have mastered the farming business to perfection.\nWhen harvesting, you get 1 more seed, 2 more resources. Also, the chance to find seeds is increased by 20%","Вы в совершенстве овладели фермерским делом.\nПри сборе урожая вы получаете на 1 семя больше, на 2 ресурса больше. Также шанс найти семена увеличен на 20%","你已經完美掌握了農業。\n收穫時，你會多得到1顆種子，2個資源。此外，找到種子的機會增加20%"
perkGoodSowingRank1Desc,progression,Skills,,Gardener,Садовод,園丁
perkGoodSowingRank2Desc,progression,Skills,,Fatan of the gardens,Фатан огородов,花園達人
perkGoodSowingRank3Desc,progression,Skills,,Farmer from God,Фермер от бога,天賦農夫

0000 Armor Skills 0000

skillArmorName,progression,Skills,,Armor skills,Навыки владения броней,護甲技能

perkArmorLightName,progression,perk,,Light Armor,Легкая броня,輕甲
perkArmorLightDesc,progression,perk,,"True connoisseurs of light armor can always adjust it to themselves. By improving the skill of possession, you reduce the speed of its breakdown, increase the speed of your run, and also reduce all damage received when wearing a full set.","Настоящие ценители легкой брони всегда могу подстроить ее под себя. Улучшая навык владения вы снижаете скорость ее поломки, увеличиваете скорость своего бега, а также снижаете весь получаемый урон при ношении полного комплекта.","真正的輕甲鑑賞家總能調整它以適應自己。通過提高掌握技能，你可以減少它的損壞速度，增加你的奔跑速度，並在穿戴全套時減少所有受到的傷害。"
perkArmorLightRank1LongDesc,progression,Skills,,"You are a amateur of light armor.\nYour armor breakage rate is reduced by 10%. When wearing a full set of light armor, your running speed is increased by 5% and damage taken is reduced by 2%.","Вы любитель легкой брони.\nСкорость поломки брони уменьшена на 10%. При ношении полного комплекта легкой брони скорость вашего бега увеличена на 5%, а получаемый урон уменьшен на 2%.","你是輕甲的愛好者。\n你的護甲損壞率降低10%。穿戴全套輕甲時，你的奔跑速度增加5%，受到的傷害減少2%。"
perkArmorLightRank2LongDesc,progression,Skills,,"You are a light armor pro.\nArmor breakage rate is reduced by 20%. When wearing a full set of light armor, your running speed is increased by 10% and damage taken is reduced by 4%.","Вы профи легкой брони.\nСкорость поломки брони уменьшена на 20%. При ношении полного комплекта легкой брони скорость вашего бега увеличена на 10%, а получаемый урон уменьшен на 4%.","你是輕甲專家。\n護甲損壞率降低20%。穿戴全套輕甲時，你的奔跑速度增加10%，受到的傷害減少4%。"
perkArmorLightRank3LongDesc,progression,Skills,,"You are a fan of light armor.\nArmor breakage rate is reduced by 30%. When wearing a full set of light armor, your running speed is increased by 15% and damage taken is reduced by 6%.","Вы фанат легкой брони.\nСкорость поломки брони уменьшена на 30%. При ношении полного комплекта легкой брони скорость вашего бега увеличена на 15%, а получаемый урон уменьшен на 6%.","你是輕甲的粉絲。\n護甲損壞率降低30%。穿戴全套輕甲時，你的奔跑速度增加15%，受到的傷害減少6%。"
perkArmorLightRank4LongDesc,progression,Skills,,"You are an expert in light armor.\nYour armor breakage rate is reduced by 40%. When wearing a full set of light armor, your running speed is increased by 20% and damage taken is reduced by 8%.","Вы эксперт легкой брони.\nСкорость поломки брони уменьшена на 40%. При ношении полного комплекта легкой брони скорость вашего бега увеличена на 20%, а получаемый урон уменьшен на 8%.","你是輕甲專家。\n你的護甲損壞率降低40%。穿戴全套輕甲時，你的奔跑速度增加20%，受到的傷害減少8%。"
perkArmorLightRank5LongDesc,progression,Skills,,"You are a master of light armor.\nArmor breakage rate is reduced by 50%. While wearing a full set of light armor, your run speed is increased by 25% and damage taken is reduced by 10%.","Вы мастер легкой брони.\nСкорость поломки брони уменьшена на 50%. При ношении полного комплекта легкой брони скорость вашего бега увеличена на 25%, а получаемый урон уменьшен на 10%.","你是輕甲大師。\n護甲損壞率降低50%。穿戴全套輕甲時，你的奔跑速度增加25%，受到的傷害減少10%。"
perkArmorLightRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkArmorLightRank2Desc,progression,Skills,,Pro,Профи,專業
perkArmorLightRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkArmorLightRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkArmorLightRank5Desc,progression,Skills,,Master,Мастер,大師

perkArmorMediumName,progression,perk,,Medium Armor,Средняя броня,中甲
perkArmorMediumDesc,progression,perk,,"True connoisseurs of medium armor can always adjust it to suit themselves. By improving the skill of possession, you reduce the speed of its breakdown, increase damage to enemies from ranged weapons, and also reduce all damage received when wearing a full set.","Настоящие ценители средней брони всегда могу подстроить ее под себя. Улучшая навык владениявы снижаете скорость ее поломки, увеличиваете урон по противникам из оружия дальнего боя, а также снижаете весь получаемый урон при ношении полного комплекта.","真正的中甲鑑賞家總能調整它以適應自己。通過提高掌握技能，你可以減少它的損壞速度，增加遠程武器對敵人的傷害，並在穿戴全套時減少所有受到的傷害。"
perkArmorMediumRank1LongDesc,progression,Skills,,"You are a amateur of medium armor.\nArmor breakdown rate is reduced by 10%. When wearing a full set of medium armor, ranged damage to enemies is increased by 3%, and damage taken is reduced by 2%.","Вы любитель средней брони.\nСкорость поломки брони уменьшена на 10%. При ношении полного комплекта средней брони урон по противникам из оружия дальнего боя увеличена на 3%, а получаемый урон уменьшен на 2%.","你是中甲的愛好者。\n護甲損壞率降低10%。穿戴全套中甲時，對敵人的遠程傷害增加3%，受到的傷害減少2%。"
perkArmorMediumRank2LongDesc,progression,Skills,,"You are a pro at medium armor.\nArmor breakdown rate is reduced by 20%. When wearing a full set of medium armor, ranged damage to enemies is increased by 6%, and damage taken is reduced by 4%.","Вы профи средней брони.\nСкорость поломки брони уменьшена на 20%. При ношении полного комплекта средней брони урон по противникам из оружия дальнего боя увеличена на 6%, а получаемый урон уменьшен на 4%.","你是中甲專家。\n護甲損壞率降低20%。穿戴全套中甲時，對敵人的遠程傷害增加6%，受到的傷害減少4%。"
perkArmorMediumRank3LongDesc,progression,Skills,,"You're a fan of medium armor.\nArmor breakdown rate reduced by 30%. When wearing a full set of medium armor, ranged damage to enemies is increased by 9%, and damage taken is reduced by 6%.","Вы фанат средней брони.\nСкорость поломки брони уменьшена на 30%. При ношении полного комплекта средней брони урон по противникам из оружия дальнего боя увеличена на 9%, а получаемый урон уменьшен на 6%.","你是中甲的粉絲。\n護甲損壞率降低30%。穿戴全套中甲時，對敵人的遠程傷害增加9%，受到的傷害減少6%。"
perkArmorMediumRank4LongDesc,progression,Skills,,"You are an expert in medium armor.\nArmor breakdown rate is reduced by 40%. When wearing a full set of medium armor, ranged damage to enemies is increased by 12%, and damage taken is reduced by 8%.","Вы эксперт средней брони.\nСкорость поломки брони уменьшена на 40%. При ношении полного комплекта средней брони урон по противникам из оружия дальнего боя увеличена на 12%, а получаемый урон уменьшен на 8%.","你是中甲專家。\n護甲損壞率降低40%。穿戴全套中甲時，對敵人的遠程傷害增加12%，受到的傷害減少8%。"
perkArmorMediumRank5LongDesc,progression,Skills,,"You are a master of medium armor.\nArmor breakdown rate is reduced by 50%. When wearing a full set of medium armor, ranged damage to enemies is increased by 15%, and damage taken is reduced by 10%.","Вы мастер средней брони.\nСкорость поломки брони уменьшена на 50%. При ношении полного комплекта средней брони урон по противникам из оружия дальнего боя увеличена на 15%, а получаемый урон уменьшен на 10%.","你是中甲大師。\n護甲損壞率降低50%。穿戴全套中甲時，對敵人的遠程傷害增加15%，受到的傷害減少10%。"
perkArmorMediumRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkArmorMediumRank2Desc,progression,Skills,,Pro,Профи,專業
perkArmorMediumRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkArmorMediumRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkArmorMediumRank5Desc,progression,Skills,,Master,Мастер,大師

perkArmorHeavyName,progression,perk,,Heavy Armor,Тяжелая броня,重甲
perkArmorHeavyDesc,progression,perk,,"True connoisseurs of heavy armor can always customize it for themselves. By improving the skill of wielding it, you reduce the speed of its breakdown, increase your health reserve and damage in close combat, and also reduce all damage received when wearing a full set.","Настоящие ценители тяжелой брони всегда могу подстроить ее под себя. Улучшая навык владения вы снижаете скорость ее поломки, увеличиваете запас своего здоровья и урон в ближнем бою, а также снижаете весь получаемый урон при ношении полного комплекта.","真正的重甲鑑賞家總能為自己定制。通過提高掌握技能，你可以減少它的損壞速度，增加你的生命值儲備和近戰傷害，並在穿戴全套時減少所有受到的傷害。"
perkArmorHeavyRank1LongDesc,progression,Skills,,"You are a amateur of heavy armor.\nYour armor breakage rate is reduced by 10%. While wearing a full set of heavy armor your melee damage is increased by 5%, and damage taken is reduced by 2%.","Вы любитель тяжелой брони.\nСкорость поломки брони уменьшена на 10%. При ношении полного комплекта тяжелой брони урон по противникам в ближнем бою увеличена на 5%, а получаемый урон уменьшен на 2%.","你是重甲的愛好者。\n你的護甲損壞率降低10%。穿戴全套重甲時，你的近戰傷害增加5%，受到的傷害減少2%。"
perkArmorHeavyRank2LongDesc,progression,Skills,,"You are a heavy armor pro.\nArmor breakdown rate is reduced by 20%. While wearing a full set of heavy armor your melee damage is increased by 10%, and damage taken is reduced by 4%.","Вы профи тяжелой брони.\nСкорость поломки брони уменьшена на 20%. При ношении полного комплекта тяжелой брони урон по противникам в ближнем бою увеличена на 10%, а получаемый урон уменьшен на 4%.","你是重甲專家。\n護甲損壞率降低20%。穿戴全套重甲時，你的近戰傷害增加10%，受到的傷害減少4%。"
perkArmorHeavyRank3LongDesc,progression,Skills,,"You're a fan of heavy armor.\nYour armor breakage rate is reduced by 30%. While wearing a full set of heavy armor your melee damage is increased by 15%, and damage taken is reduced by 6%.","Вы фанат тяжелой брони.\nСкорость поломки брони уменьшена на 30%. При ношении полного комплекта тяжелой брони урон по противникам в ближнем бою увеличена на 15%, а получаемый урон уменьшен на 6%.","你是重甲的粉絲。\n你的護甲損壞率降低30%。穿戴全套重甲時，你的近戰傷害增加15%，受到的傷害減少6%。"
perkArmorHeavyRank4LongDesc,progression,Skills,,"You are an expert in heavy armor.\nYour armor breakage rate is reduced by 40%. While wearing a full set of heavy armor your melee damage is increased by 20%, and damage taken is reduced by 8%.","Вы эксперт тяжелой брони.\nСкорость поломки брони уменьшена на 40%. При ношении полного комплекта тяжелой брони урон по противникам в ближнем бою увеличена на 20%, а получаемый урон уменьшен на 8%.","你是重甲專家。\n你的護甲損壞率降低40%。穿戴全套重甲時，你的近戰傷害增加20%，受到的傷害減少8%。"
perkArmorHeavyRank5LongDesc,progression,Skills,,"You are a master of heavy armor.\nYour armor breakage rate is reduced by 50%. While wearing a full set of heavy armor your melee damage is increased by 25%, and damage taken is reduced by 10%.","Вы мастер тяжелой брони.\nСкорость поломки брони уменьшена на 50%. При ношении полного комплекта тяжелой брони урон по противникам в ближнем бою увеличена на 25%, а получаемый урон уменьшен на 10%.","你是重甲大師。\n你的護甲損壞率降低50%。穿戴全套重甲時，你的近戰傷害增加25%，受到的傷害減少10%。"
perkArmorHeavyRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkArmorHeavyRank2Desc,progression,Skills,,Pro,Профи,專業
perkArmorHeavyRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkArmorHeavyRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkArmorHeavyRank5Desc,progression,Skills,,Master,Мастер,大師

0000 Weapon Skills 0000

skillWeaponName,progression,Skills,,Weapon skills,Навыки владения оружием,武器技能

perkSniperRifleName,progression,perk,,Sniper Rifles,Снайперские винтовки,狙擊步槍
perkSniperRifleDesc,progression,perk,,"True connoisseurs of sniper rifles know how to handle them properly. By improving the skill of ownership, you reduce the speed of weapon breakdown, increase its rate of fire, damage and reload speed.","Настоящие ценители снайперских винтовок знают как с ними правильно управляться. Улучшая навык владения вы снижаете скорость поломки оружия, увеличиваете его скорострельно, урон и скорость перезарядки","真正的狙擊步槍鑑賞家知道如何正確處理它們。通過提高掌握技能，你可以減少武器的損壞速度，增加其射速、傷害和重新裝彈速度。"
perkSniperRifleRank1LongDesc,progression,Skills,,"You are a amateur of sniper rifles.\nWeapon breakdown rate is reduced by 10%. Damage is increased by 10%, reload speed by 6% and its rate of fire by 5%.","Вы любитель снайперских винтовок.\nСкорость поломки оружия уменьшена на 10%. Урон увеличен на 10%, скорость перезарядки на 6% а его скорострельность на 5%","你是狙擊步槍的愛好者。\n武器損壞率降低10%。傷害增加10%，重新裝彈速度增加6%，射速增加5%。"
perkSniperRifleRank2LongDesc,progression,Skills,,"You are a pro with sniper rifles.\nWeapon breakdown rate is reduced by 20%. Damage is increased by 20%, reload speed by 12% and its rate of fire by 10%.","Вы профи снайперских винтовок.\nСкорость поломки оружия уменьшена на 20%. Урон увеличен на 20%, скорость перезарядки на 12% а его скорострельность на 10%","你是狙擊步槍專家。\n武器損壞率降低20%。傷害增加20%，重新裝彈速度增加12%，射速增加10%。"
perkSniperRifleRank3LongDesc,progression,Skills,,"You are a fan of sniper rifles.\nWeapon breakdown rate is reduced by 30%. Damage is increased by 30%, reload speed by 18% and its rate of fire by 15%.","Вы фанат снайперских винтовок.\nСкорость поломки оружия уменьшена на 30%. Урон увеличен на 30%, скорость перезарядки на 18% а его скорострельность на 15%","你是狙擊步槍的粉絲。\n武器損壞率降低30%。傷害增加30%，重新裝彈速度增加18%，射速增加15%。"
perkSniperRifleRank4LongDesc,progression,Skills,,"You are an expert in sniper rifles.\nWeapon breakdown rate is reduced by 40%. Damage is increased by 40%, reload speed by 24% and its rate of fire by 20%.","Вы эксперт снайперских винтовок.\nСкорость поломки оружия уменьшена на 40%. Урон увеличен на 40%, скорость перезарядки на 24% а его скорострельность на 20%","你是狙擊步槍專家。\n武器損壞率降低40%。傷害增加40%，重新裝彈速度增加24%，射速增加20%。"
perkSniperRifleRank5LongDesc,progression,Skills,,"You are a master of sniper rifles.\nWeapon breakdown rate is reduced by 50%. Damage is increased by 50%, reload speed by 30% and its rate of fire by 25%.","Вы мастер снайперских винтовок.\nСкорость поломки оружия уменьшена на 50%. Урон увеличен на 50%, скорость перезарядки на 30% а его скорострельность на 25%","你是狙擊步槍大師。\n武器損壞率降低50%。傷害增加50%，重新裝彈速度增加30%，射速增加25%。"
perkSniperRifleRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkSniperRifleRank2Desc,progression,Skills,,Pro,Профи,專業
perkSniperRifleRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkSniperRifleRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkSniperRifleRank5Desc,progression,Skills,,Master,Мастер,大師

perkShotgunPerfName,progression,perk,,Shotguns,Дробовики,霰彈槍
perkShotgunPerfDesc,progression,perk,,"True connoisseurs of shotguns know how to handle them properly. By improving the skill of ownership, you reduce the speed of weapon breakdown, increase its rate of fire, damage and reload speed.","Настоящие ценители дробовиков знают как с ним правильно управляться. Улучшая навык владения вы снижаете скорость поломки оружия, увеличиваете его скорострельно, урон и скорость перезарядки","真正的霰彈槍鑑賞家知道如何正確處理它們。通過提高掌握技能，你可以減少武器的損壞速度，增加其射速、傷害和重新裝彈速度。"
perkShotgunPerfRank1LongDesc,progression,Skills,,"You are a amateur of shotguns.\nWeapon breakdown rate is reduced by 10%. Damage is increased by 10%, reload speed by 6% and its rate of fire by 5%.","Вы любитель дробовиков.\nСкорость поломки оружия уменьшена на 10%. Урон увеличен на 10%, скорость перезарядки на 6% а его скорострельность на 5%","你是霰彈槍的愛好者。\n武器損壞率降低10%。傷害增加10%，重新裝彈速度增加6%，射速增加5%。"
perkShotgunPerfRank2LongDesc,progression,Skills,,"You are a pro with shotguns.\nWeapon breakdown rate is reduced by 20%. Damage is increased by 20%, reload speed by 12% and its rate of fire by 10%.","Вы профи дробовиков.\nСкорость поломки оружия уменьшена на 20%. Урон увеличен на 20%, скорость перезарядки на 12% а его скорострельность на 10%","你是霰彈槍專家。\n武器損壞率降低20%。傷害增加20%，重新裝彈速度增加12%，射速增加10%。"
perkShotgunPerfRank3LongDesc,progression,Skills,,"You are a fan of shotguns.\nWeapon breakdown rate is reduced by 30%. Damage is increased by 30%, reload speed by 18% and its rate of fire by 15%.","Вы фанат дробовиков.\nСкорость поломки оружия уменьшена на 30%. Урон увеличен на 30%, скорость перезарядки на 18% а его скорострельность на 15%","你是霰彈槍的粉絲。\n武器損壞率降低30%。傷害增加30%，重新裝彈速度增加18%，射速增加15%。"
perkShotgunPerfRank4LongDesc,progression,Skills,,"You are an expert in shotguns.\nWeapon breakdown rate is reduced by 40%. Damage is increased by 40%, reload speed by 24% and its rate of fire by 20%.","Вы эксперт дробовиков.\nСкорость поломки оружия уменьшена на 40%. Урон увеличен на 40%, скорость перезарядки на 24% а его скорострельность на 20%","你是霰彈槍專家。\n武器損壞率降低40%。傷害增加40%，重新裝彈速度增加24%，射速增加20%。"
perkShotgunPerfRank5LongDesc,progression,Skills,,"You are a master of shotguns.\nWeapon breakdown rate is reduced by 50%. Damage is increased by 50%, reload speed by 30% and its rate of fire by 25%.","Вы мастер дробовиков.\nСкорость поломки оружия уменьшена на 50%. Урон увеличен на 50%, скорость перезарядки на 30% а его скорострельность на 25%","你是霰彈槍大師。\n武器損壞率降低50%。傷害增加50%，重新裝彈速度增加30%，射速增加25%。"
perkShotgunPerfRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkShotgunPerfRank2Desc,progression,Skills,,Pro,Профи,專業
perkShotgunPerfRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkShotgunPerfRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkShotgunPerfRank5Desc,progression,Skills,,Master,Мастер,大師

perkAutomaticWeaponName,progression,perk,,Automatic Weapons,Автоматическое оружие,自動武器
perkAutomaticWeaponDesc,progression,perk,,"True connoisseurs of automatic weapons know how to handle them properly. By improving the skill of ownership, you reduce the speed of weapon breakdown, increase its rate of fire, damage and reload speed.","Настоящие ценители автоматического оружия знают как с ним правильно управляться. Улучшая навык владения вы снижаете скорость поломки оружия, увеличиваете его скорострельно, урон и скорость перезарядки","真正的自動武器鑑賞家知道如何正確處理它們。通過提高掌握技能，你可以減少武器的損壞速度，增加其射速、傷害和重新裝彈速度。"
perkAutomaticWeaponRank1LongDesc,progression,Skills,,"You are a amateur of automatic weapons.\nWeapon breakdown rate is reduced by 10%. Damage is increased by 10%, reload speed by 6% and its rate of fire by 5%.","Вы любитель автоматического оружия.\nСкорость поломки оружия уменьшена на 10%. Урон увеличен на 10%, скорость перезарядки на 6% а его скорострельность на 5%","你是自動武器的愛好者。\n武器損壞率降低10%。傷害增加10%，重新裝彈速度增加6%，射速增加5%。"
perkAutomaticWeaponRank2LongDesc,progression,Skills,,"You are a pro with automatic weapons.\nWeapon breakdown rate is reduced by 20%. Damage is increased by 20%, reload speed by 12% and its rate of fire by 10%.","Вы профи автоматического оружия.\nСкорость поломки оружия уменьшена на 20%. Урон увеличен на 20%, скорость перезарядки на 12% а его скорострельность на 10%","你是自動武器專家。\n武器損壞率降低20%。傷害增加20%，重新裝彈速度增加12%，射速增加10%。"
perkAutomaticWeaponRank3LongDesc,progression,Skills,,"You are a fan of automatic weapons.\nWeapon breakdown rate is reduced by 30%. Damage is increased by 30%, reload speed by 18% and its rate of fire by 15%.","Вы фанат автоматического оружия.\nСкорость поломки оружия уменьшена на 30%. Урон увеличен на 30%, скорость перезарядки на 18% а его скорострельность на 15%","你是自動武器的粉絲。\n武器損壞率降低30%。傷害增加30%，重新裝彈速度增加18%，射速增加15%。"
perkAutomaticWeaponRank4LongDesc,progression,Skills,,"You are an expert in automatic weapons.\nWeapon breakdown rate is reduced by 40%. Damage is increased by 40%, reload speed by 24% and its rate of fire by 20%.","Вы эксперт автоматического оружия.\nСкорость поломки оружия уменьшена на 40%. Урон увеличен на 40%, скорость перезарядки на 24% а его скорострельность на 20%","你是自動武器專家。\n武器損壞率降低40%。傷害增加40%，重新裝彈速度增加24%，射速增加20%。"
perkAutomaticWeaponRank5LongDesc,progression,Skills,,"You are a master of automatic weapons.\nWeapon breakdown rate is reduced by 50%. Damage is increased by 50%, reload speed by 30% and its rate of fire by 25%.","Вы мастер автоматического оружия.\nСкорость поломки оружия уменьшена на 50%. Урон увеличен на 50%, скорость перезарядки на 30% а его скорострельность на 25%","你是自動武器大師。\n武器損壞率降低50%。傷害增加50%，重新裝彈速度增加30%，射速增加25%。"
perkAutomaticWeaponRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkAutomaticWeaponRank2Desc,progression,Skills,,Pro,Профи,專業
perkAutomaticWeaponRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkAutomaticWeaponRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkAutomaticWeaponRank5Desc,progression,Skills,,Master,Мастер,大師

perkPistolPerfName,progression,perk,,Pistols,Пистолеты,手槍
perkPistolPerfDesc,progression,perk,,"True connoisseurs of pistols know how to handle them properly. By improving the skill of ownership, you reduce the speed of weapon breakdown, increase its rate of fire, damage and reload speed.","Настоящие ценители пистолетов знают как с ним правильно управляться. Улучшая навык владения вы снижаете скорость поломки оружия, увеличиваете его скорострельно, урон и скорость перезарядки","真正的手槍鑑賞家知道如何正確處理它們。通過提高掌握技能，你可以減少武器的損壞速度，增加其射速、傷害和重新裝彈速度。"
perkPistolPerfRank1LongDesc,progression,Skills,,"You are a amateur of pistols.\nWeapon breakdown rate is reduced by 10%. Damage is increased by 10%, reload speed by 6% and its rate of fire by 5%.","Вы любитель пистолетов.\nСкорость поломки оружия уменьшена на 10%. Урон увеличен на 10%, скорость перезарядки на 6% а его скорострельность на 5%","你是手槍的愛好者。\n武器損壞率降低10%。傷害增加10%，重新裝彈速度增加6%，射速增加5%。"
perkPistolPerfRank2LongDesc,progression,Skills,,"You are a pro with pistols.\nWeapon breakdown rate is reduced by 20%. Damage is increased by 20%, reload speed by 12% and its rate of fire by 10%.","Вы профи пистолетов.\nСкорость поломки оружия уменьшена на 20%. Урон увеличен на 20%, скорость перезарядки на 12% а его скорострельность на 10%","你是手槍專家。\n武器損壞率降低20%。傷害增加20%，重新裝彈速度增加12%，射速增加10%。"
