Key,Source,Context,Changes,English,Russian,TChinese
buffBikerSemiSetBonusTooltip,buffs,Buff,,Biker Semi Set Bonus Active,Бонус за полукомплект байкера активен,騎士半套裝備加成已啟動
buffBikerSetBonusDesc,buffs,Buff,,"Lover of stronger opponents.\n\nExperience for killing ferals and radiated zombies increased by {cvar(.armorBikerFSBDisplay:0)}%","Любитель противников посильнее.\n\nОпыт за убийство диких и зараженных зомби увеличен на {cvar(.armorBikerFSBDisplay:0)}%","喜歡更強大的對手。\n\n殺死野生和輻射殭屍的經驗值增加{cvar(.armorBikerFSBDisplay:0)}%"
buffBikerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Biker set, you are a fan of stronger opponents.\n\nExperience for killing wild and infected zombies increased by {cvar(.armorSemiBikerFSBDisplay:0)}%","Даже в неполном комплекте Байкера, Вы любитель противников посильнее.\n\nОпыт за убийство диких и зараженных зомби увеличен на {cvar(.armorSemiBikerFSBDisplay:0)}%","即使是不完整的騎士套裝，你也是喜歡更強大對手的粉絲。\n\n殺死野生和感染殭屍的經驗值增加{cvar(.armorSemiBikerFSBDisplay:0)}%"

armorScavengerOutfitDesc,items,Clothes,,"Medium Armor\nYou never know what you can do till you try. Increases the parsing speed and the number of items received.\n\nFull Set Bonus: Find better quality loot.","Средняя броня\nГлаза боятся руки делают. Увеличивает скорость разбора и количество получаемых предметов.\n\nБонус за полный комплект: повышает качество находимой добычи.","中甲\n你永遠不知道你能做什麼，直到你嘗試。增加解析速度和獲得的物品數量。\n\n全套裝備加成：找到更高品質的戰利品。"
buffScavengerSetBonusTooltip,buffs,Buff,,Scavenger Full Set Bonus Active,Бонус за полный комплект мусорщика активен,拾荒者全套裝備加成已啟動
buffScavengerSemiSetBonusTooltip,buffs,Buff,,Scavenger Semi Set Bonus Active,Бонус за полукомплект мусорщика активен,拾荒者半套裝備加成已啟動
buffScavengerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Scavenger set, you have a keen eye for finding valuable resources that would escape the gaze of others.\n\nYou find loot that is {cvar(.armorSemiScavengerFSBDisplay:0)}% higher in quality","Даже в неполном комплекте Мусорщика, у Вас наметанный глаз, вы можете найти ценные ресурсы, которые ускользнули бы от любого другого взгляда.\n\nВы находите добычу на {cvar(.armorSemiScavengerFSBDisplay:0)}% выше качеством","即使是不完整的拾荒者套裝，你也有敏銳的眼光，能發現其他人忽視的寶貴資源。\n\n你找到的戰利品品質高出{cvar(.armorSemiScavengerFSBDisplay:0)}%"

armorRangerHelmetDesc,items,Clothes,,"Medium Armor\nRangers are ruthless negotiators, especially while wearing a well crafted hat. Increases bartering.\n\nFull Set Bonus: Increases all damage dealt and provides resistance to 1 radiation effect","Средняя броня\nЕгеря — отчаянные переговорщики, особенно если на них надета добротно сделанная шляпа. Повышает выгодность сделок при торговле.\n\nБонус за комплект: Увеличивает весь наносимый урон и дает сопротивление к 1 эффекту радиации","中甲\n遊俠是無情的談判者，尤其是戴著精心製作的帽子時。提高易貨能力。\n\n全套裝備加成：增加所有造成的傷害，並提供對1種輻射效果的抗性"
armorRangerOutfitDesc,items,Clothes,,"Medium Armor\nNature has taught strength not only of the spirit, but also of the body. Increases the number of health points.\n\nFull Set Bonus: Increases all damage dealt and provides resistance to 1 radiation effect","Средняя броня\nПрирода научила крепости не только духа, но и тела. Увеличивает количество очков здоровья.\n\nБонус за комплект: Увеличивает весь наносимый урон и дает сопротивление к 1 эффекту радиации","中甲\n大自然不僅教導了精神的力量，也教導了身體的力量。增加生命值。\n\n全套裝備加成：增加所有造成的傷害，並提供對1種輻射效果的抗性"
armorRangerGlovesDesc,items,Clothes,,"Medium Armor\nThese comfortable gloves allow you to quickly handle any weapon. Increases weapon reload speed.\n\nFull Set Bonus: Increases all damage dealt and provides resistance to 1 radiation effect","Средняя броня\nЭти удобные перчатки позволяют быстро управляться с любым оружием. Увеличивает скорость перезарядки оружия.\n\nБонус за комплект: Увеличивает весь наносимый урон и дает сопротивление к 1 эффекту радиации","中甲\n這些舒適的手套讓你能快速處理任何武器。增加武器重新裝填速度。\n\n全套裝備加成：增加所有造成的傷害，並提供對1種輻射效果的抗性"
armorRangerBootsDesc,items,Clothes,,"Medium Armor\nEndurance is the key to successful survival in the wild. Increases stamina.\n\nFull Set Bonus: Increases all damage dealt and provides resistance to 1 radiation effect","Средняя броня\nЗапас выносливости залог успешного выживания в дикой местности. Увеличивает запас выносливости.\n\nБонус за комплект: Увеличивает весь наносимый урон и дает сопротивление к 1 эффекту радиации","中甲\n耐力是在野外成功生存的關鍵。增加耐力。\n\n全套裝備加成：增加所有造成的傷害，並提供對1種輻射效果的抗性"
buffRangerSetBonusTooltip,buffs,Buff,,Ranger Full Set Bonus Active,Бонус за полный комплект егеря активен,遊俠全套裝備加成已啟動
buffRangerSemiSetBonusTooltip,buffs,Buff,,Ranger Semi Set Bonus Active,Бонус за полукомплект егеря активен,遊俠半套裝備加成已啟動
buffRangerSetBonusDesc,buffs,Buff,,"The ability to survive in any conditions allows you to deal increased damage with any weapon and in any weather.\n\nAll ranged damage increased by {cvar(.armorRangerFSBDisplay:0)}%"\nGrants resistance to one active radiation effect.,"Умение выживать в любых условиях позволяют вам наносить повышенный урон любым оружием и в любую погоду.\n\nВесь наносимый урон в дальнем бою увеличен на {cvar(.armorRangerFSBDisplay:0)}%\nДает сопротивление к одному эффекту активной радиации.","在任何條件下生存的能力讓你能用任何武器在任何天氣下造成更高的傷害。\n\n所有遠程傷害增加{cvar(.armorRangerFSBDisplay:0)}%\n獲得對一種活躍輻射效果的抗性。"
buffRangerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Ranger set, you deal increased damage with any weapon and in any weather.\n\nAll ranged damage increased by {cvar(.armorSemiRangerFSBDisplay:0)}%","Даже в неполном комплекте Егеря, Вы наносите повышенный урон любым оружием и в любую погоду.\n\nВесь наносимый урон в дальнем бою увеличен на {cvar(.armorSemiRangerFSBDisplay:0)}%","即使是不完整的遊俠套裝，你也能用任何武器在任何天氣下造成更高的傷害。\n\n所有遠程傷害增加{cvar(.armorSemiRangerFSBDisplay:0)}%"

armorCommandoHelmetDesc,items,Clothes,,"Medium Armor\nHard training and injuries were not in vain. Everything heals on you like on a dog.\n\nFull Set Bonus: Increases damage dealt by automatic weapons.","Средняя броня\nТяжелые тренировки и травмы не прошли даром. На вас все заживает как на собаке.\n\nБонус за комплект: Увеличивает урон наносимый автоматическим оружием.","中甲\n艱苦的訓練和受傷並非徒勞。你的傷口像狗一樣快速癒合。\n\n全套裝備加成：增加自動武器造成的傷害。"
armorCommandoOutfitDesc,items,Clothes,,"Medium Armor\nTrue commandos endure without flinching. Faster critical injury recovery.\n\nFull Set Bonus: Increases damage dealt by automatic weapons.","Средняя броня\nНастоящие спецназовцы выдерживают любой удар, не дрогнув. Ускоряет восстановление после критических травм.\n\nБонус за комплект: Увеличивает урон наносимый автоматическим оружием.","中甲\n真正的特種部隊成員能堅持不懈。加快重傷恢復速度。\n\n全套裝備加成：增加自動武器造成的傷害。"
armorCommandoGlovesDesc,items,Clothes,,"Medium Armor\nA good shooter disassembles and reassembles his weapon with ease, and the reloading process is brought to perfection. Increases the reload speed of automatic weapons.\n\nFull Set Bonus: Increases damage dealt by automatic weapons.","Средняя броня\nХороший стрелок с легкостью разбирает и собирает свое оружие, а процесс перезарядки доведен до совершенства. Увеличивает скорость перезарядки автоматического оружия.\n\nБонус за комплект: Увеличивает урон наносимый автоматическим оружием.","中甲\n優秀的射手能輕鬆拆卸和組裝武器，重新裝填過程也達到了完美。增加自動武器的重新裝填速度。\n\n全套裝備加成：增加自動武器造成的傷害。"
armorCommandoBootsDesc,items,Clothes,,"Medium Armor\nThese shoes are suitable for the most challenging obstacle courses. Increases safe fall height.\n\nFull Set Bonus: Increases damage dealt by automatic weapons.","Средняя броня\nЭта обувь подойдет для самой сложной полосы препятствий. Увеличивает безопасную высоту падения.\n\nБонус за комплект: Увеличивает урон наносимый автоматическим оружием.","中甲\n這雙鞋適合最具挑戰性的障礙課程。增加安全跌落高度。\n\n全套裝備加成：增加自動武器造成的傷害。"
buffCommandoSetBonusTooltip,buffs,Buff,,Commando Full Set Bonus Active,Бонус за полный комплект спецназа активен,特種部隊全套裝備加成已啟動
buffCommandoSemiSetBonusTooltip,buffs,Buff,,Commando Semi Set Bonus Active,Бонус за полукомплект спецназа активен,特種部隊半套裝備加成已啟動
buffCommandoSetBonusDesc,buffs,Buff,,"Your weapons are machine guns and machine guns. You can do wonders with them.\n\nDamage dealt by automatic weapons increased by {cvar(.armorCommandoFSBDisplay:0)}%","Ваше оружие - пулеметы и автоматы. С ними вы можете творить чудеса.\n\nУрон наносимый автоматическим оружием увеличен на {cvar(.armorCommandoFSBDisplay:0)}%","你的武器是機槍和自動步槍。你能用它們創造奇蹟。\n\n自動武器造成的傷害增加{cvar(.armorCommandoFSBDisplay:0)}%"
buffCommandoSemiSetBonusDesc,buffs,Buff,,"Even in an incomplete Commando set, your weapons are machine guns and assault rifles. With them you can work wonders.\n\nDamage dealt by automatic weapons is increased by {cvar(.armorSemiCommandoFSBDisplay:0)}%","Даже в неполном комплекте Спецназа, Ваше оружие - пулеметы и автоматы. С ними вы можете творить чудеса.\n\nУрон наносимый автоматическим оружием увеличен на {cvar(.armorSemiCommandoFSBDisplay:0)}%","即使是不完整的特種部隊套裝，你的武器也是機槍和突擊步槍。你能用它們創造奇蹟。\n\n自動武器造成的傷害增加{cvar(.armorSemiCommandoFSBDisplay:0)}%"

armorAssassinHelmetDesc,items,Clothes,,"Medium Armor\nThey'll never see it coming. Deal more damage when sneaking.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nОни даже ничего не заметят. Увеличивает урон в режиме скрытности.\n\nБонус за комплект: Увеличивает урон наносимый снайперскими винтовками.","中甲\n他們永遠不會看到它的到來。潛行時造成更多傷害。\n\n全套裝備加成：增加狙擊步槍造成的傷害。"
armorAssassinOutfitDesc,items,Clothes,,"Medium Armor\nMove unseen, unheard, and unharmed. Increases sneak effectiveness.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nБудьте незаметны, неслышны и невредимы. Повышает эффективность в режиме скрытности.\n\nБонус за комплект: Увеличивает урон наносимый снайперскими винтовками.","中甲\n移動時不被看見、聽見和傷害。增加潛行效果。\n\n全套裝備加成：增加狙擊步槍造成的傷害。"
armorAssassinGlovesDesc,items,Clothes,,"Medium Armor\nSilently - but very quickly. Increases the rate of fire and reload speed of sniper rifles.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nБезшумно - но очень быстро. Увеличивает скорострельность и скорость перезарядки снайперских винтовок.\n\nБонус за комплект: Увеличивает урон наносимый снайперскими винтовками.","中甲\n安靜 - 但非常迅速。增加狙擊步槍的射速和重新裝填速度。\n\n全套裝備加成：增加狙擊步槍造成的傷害。"
armorAssassinBootsDesc,items,Clothes,,"Medium Armor\nSilent, but deadly. Sprinting while sneaking makes no extra sound.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nСтаньте бесшумным, но смертоносным. При беге в режиме скрытности вы не будете издавать никаких звуков.\n\nБонус за комплект: Увеличивает урон наносимый снайперскими винтовками.","中甲\n安靜，但致命。潛行時衝刺不會產生額外聲音。\n\n全套裝備加成：增加狙擊步槍造成的傷害。"
buffAssassinSetBonusTooltip,buffs,Buff,,Assasin Full Set Bonus Active,Бонус за полный комплект убийцы активен,刺客全套裝備加成已啟動
buffAssassinSemiSetBonusTooltip,buffs,Buff,,Assasin Semi Set Bonus Active,Бонус за полукомплект убийцы активен,刺客半套裝備加成已啟動
buffAssassinSetBonusDesc,buffs,Buff,,"The hidden killer can easily find and eliminate his target. You have no equal in this.\n\nDamage dealt by sniper rifles increased by {cvar(.armorAssassinFSBDisplay:0)}%","Скрытый убийца может легко найти и устранить свою цель. В этом вам нет равных.\n\nУрон наносимый снайперскими винтовками увеличен на {cvar(.armorAssassinFSBDisplay:0)}%","隱藏的殺手可以輕易找到並消滅目標。在這方面你無人能敵。\n\n狙擊步槍造成的傷害增加{cvar(.armorAssassinFSBDisplay:0)}%"
buffAssassinSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete set, the assassin can easily find and eliminate his target. You have no equal in this.\n\nDamage dealt by sniper rifles is increased by {cvar(.armorSemiAssassinFSBDisplay:0)}%","Даже в неполном комплекте, убийца может легко найти и устранить свою цель. В этом вам нет равных.\n\nУрон наносимый снайперскими винтовками увеличен на {cvar(.armorSemiAssassinFSBDisplay:0)}%","即使是不完整的套裝，刺客也可以輕易找到並消滅目標。在這方面你無人能敵。\n\n狙擊步槍造成的傷害增加{cvar(.armorSemiAssassinFSBDisplay:0)}%"

armorMinerHelmetDesc,items,Clothes,,"Heavy Armor\nThe main thing when you climb into a mine is to remember the way back. Increases experience gained when mining ore.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nГлавное когда залезаешь в шахту - запомнить дорогу отбратно. Увеличивает получаемый опыт при добыче руды.\n\nБонус за комплект: Увеличивает количество добываемой руды.","重甲\n進入礦井時最重要的是記住回去的路。增加採礦時獲得的經驗值。\n\n全套裝備加成：增加開採的礦石數量。"
armorMinerOutfitDesc,items,Clothes,,"Heavy Armor\nYou can always quickly repair the instrument. That's why it doesn't break down so often.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nВы всегда можете быстро починить инструмент. По этому он и не ломается так часто.\n\nБонус за комплект: Увеличивает количество добываемой руды.","重甲\n你總是能快速修理工具。這就是為什麼它不會經常壞掉。\n\n全套裝備加成：增加開採的礦石數量。"
armorMinerGlovesDesc,items,Clothes,,"Heavy Armor\nA prick here, a prick there, and any vein gives in. Increases block damage for mining tools.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nТут надколоть, там надколом и любая жила поддается. Увеличивает урон по блоку для инструментов добычи.\n\nБонус за комплект: Увеличивает количество добываемой руды.","重甲\n這裡戳一下，那裡戳一下，任何礦脈都會屈服。增加採礦工具對方塊的傷害。\n\n全套裝備加成：增加開採的礦石數量。"
armorMinerBootsDesc,items,Clothes,,"Heavy Armor\nWith such equipment, stones underfoot are not a problem. Reduces stamina consumption when using a pickaxe.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nВ такой экипировке камни под ногами не проблема. Уменьшает расход выносливости при использовании кирки.\n\nБонус за комплект: Увеличивает количество добываемой руды.","重甲\n有了這樣的裝備，腳下的石頭不再是問題。減少使用鎬時的耐力消耗。\n\n全套裝備加成：增加開採的礦石數量。"
buffMinerSetBonusTooltip,buffs,Buff,,Miner Full Set Bonus Active,Бонус за полный комплект шахтера активен,礦工全套裝備加成已啟動
buffMinerSemiSetBonusTooltip,buffs,Buff,,Miner Semi Set Bonus Active,Бонус за полукомплект шахтера активен,礦工半套裝備加成已啟動
buffMinerSetBonusDesc,buffs,Buff,,"A regular miner knows how to get a little more ore.\n\nThe amount of ore mined has been increased by {cvar(.armorMinerFSBDisplay:0)}%","Завсегдатый шахтер знает как добыть чуть больше руды.\n\nКоличество добываемой руды увеличено на {cvar(.armorMinerFSBDisplay:0)}%","一個經驗豐富的礦工知道如何多開採一點礦石。\n\n開採的礦石數量增加了{cvar(.armorMinerFSBDisplay:0)}%"
buffMinerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete set, the Regular Miner knows how to mine a little more ore.\n\nThe amount of ore mined has been increased by {cvar(.armorSemiMinerFSBDisplay:0)}%","Даже в неполном комплекте, Завсегдатый шахтер знает как добыть чуть больше руды.\n\nКоличество добываемой руды увеличено на {cvar(.armorSemiMinerFSBDisplay:0)}%","即使是不完整的套裝，經驗豐富的礦工也知道如何多開採一點礦石。\n\n開採的礦石數量增加了{cvar(.armorSemiMinerFSBDisplay:0)}%"

armorNomadHelmetDesc,items,Clothes,,"Heavy Armor\nGuarded against the severe conditions of the wasteland, this headgear enables the Nomad to wander further. Reduces food and water use.\n\nFull Set Bonus: Increases the damage done by shotguns and gives resistance to 1 radiation effect","Тяжелая броня\nЭтот головной убор, защищающий от суровых условий пустоши, позволяет кочевнику отправляться в дальние странствия. Снижает расход еды и воды.\n\nБонус за комплект: Увеличивает урон наносимый дробовиками и дает сопротивление к 1 эффекту радиации","重甲\n這個頭盔能抵禦荒地的嚴酷條件，使遊牧民能夠走得更遠。減少食物和水的使用。\n\n全套裝備加成：增加霰彈槍造成的傷害，並提供對1種輻射效果的抗性"
armorNomadOutfitDesc,items,Clothes,,"Heavy Armor\nAnything can happen on any journey. The main thing is the ability to quickly recover and move on. Faster critical injury recovery.\n\nFull Set Bonus: Increases the damage done by shotguns and gives resistance to 1 radiation effect","Тяжелая броня\nВ любом путешествии может случиться что угодно. Главное умение быстро восстановиться и двигаться дальше. Ускоряет восстановление после критических травм.\n\nБонус за комплект: Увеличивает урон наносимый дробовиками и дает сопротивление к 1 эффекту радиации","重甲\n任何旅程中都可能發生任何事。最重要的是能夠快速恢復並繼續前進。加快重傷恢復速度。\n\n全套裝備加成：增加霰彈槍造成的傷害，並提供對1種輻射效果的抗性"
armorNomadGlovesDesc,items,Clothes,,"Heavy Armor\nIf you go into a house to spend the night, there is definitely someone there. Increases damage dealt by shotguns.\n\nFull Set Bonus: Increases the damage done by shotguns and gives resistance to 1 radiation effect","Тяжелая броня\nЕсли зашел в дом переночевать - там обязательно кто-то есть. Увеличивает скорострельность и скорость перезарядки дробовиков.\n\nБонус за комплект: Увеличивает урон наносимый дробовиками и дает сопротивление к 1 эффекту радиации","重甲\n如果你進入一棟房子過夜，那裡肯定有人。增加霰彈槍造成的傷害。\n\n全套裝備加成：增加霰彈槍造成的傷害，並提供對1種輻射效果的抗性"
armorNomadBootsDesc,items,Clothes,,"Heavy Armor\nWhen crawling through the mountains, it is better not to look down. Increases safe fall height.\n\nFull Set Bonus: Increases the damage done by shotguns and gives resistance to 1 radiation effect","Тяжелая броня\nПолзая по горам лучше не смотреть вниз. Увеличивает безопасную высоту падения.\n\nБонус за комплект: Увеличивает урон наносимый дробовиками и дает сопротивление к 1 эффекту радиации","重甲\n在山中爬行時，最好不要往下看。增加安全跌落高度。\n\n全套裝備加成：增加霰彈槍造成的傷害，並提供對1種輻射效果的抗性"
buffNomadSetBonusTooltip,buffs,Buff,,Nomad Full Set Bonus Active,Бонус за полный комплект бродяги активен,遊牧民全套裝備加成已啟動
buffNomadSemiSetBonusTooltip,buffs,Buff,,Nomad Semi Set Bonus Active,Бонус за полукомплект бродяги активен,遊牧民半套裝備加成已啟動
buffNomadSetBonusDesc,buffs,Buff,,"This is the best that can be offered to guests outside the tent.\n\nDamage dealt by shotguns increased by {cvar(.armorNomadFSBDisplay:0)}%\nGrants resistance to one active radiation effect.","Это лучшее что можно предложить гостям снаружи палатки.\n\nУрон наносимый дробовиками увеличен на {cvar(.armorNomadFSBDisplay:0)}%\nДает сопротивление к одному эффекту активной радиации.","這是能提供給帳篷外的客人的最好的東西。\n\n霰彈槍造成的傷害增加{cvar(.armorNomadFSBDisplay:0)}%\n獲得對一種活躍輻射效果的抗性。"
buffNomadSemiSetBonusDesc,buffs,Buff,,"Even without a full set, you know what you can offer to guests outside the tent.\n\nDamage dealt by shotguns increased by {cvar(.armorSemiNomadFSBDisplay:0)}%","Даже в неполном комплекте, вы знаете что можно предложить гостям снаружи палатки.\n\nУрон наносимый дробовиками увеличен на {cvar(.armorSemiNomadFSBDisplay:0)}%","即使沒有全套裝備，你也知道可以為帳篷外的客人提供什麼。\n\n霰彈槍造成的傷害增加{cvar(.armorSemiNomadFSBDisplay:0)}%"

armorNerdHelmetDesc,items,Clothes,,"Heavy Armor\nYou might not win any dates, but you'll win at leveling up your skills. Increases experience gain.\n\nFull Set Bonus: Increases damage from the Intelligence attribute.","Тяжелая броня\nВозможно, на свидание вас и не пригласят, зато навыки отточите. Увеличивает прирост опыта.\n\nБонус за комплект: Увеличивает урон от атрибута Интеллект.","重甲\n你可能約不到會，但你會在提升技能方面勝出。增加獲得經驗值。\n\n全套裝備加成：增加智力屬性帶來的傷害。"
armorNerdOutfitDesc,items,Clothes,,"Heavy Armor\nYour lack of fashion sense gives you the ability to focus on your inventions. Adds a chance to gain two crafting skill points when reading magazines.\n\nFull Set Bonus: Increases damage from the Intelligence attribute.","Тяжелая броня\nОтсутствие чувства стиля дает вам возможность сосредоточиться на своих изобретениях. Дает возможность получить два очка навыков изготовления при чтении журналов.\n\nБонус за комплект: Увеличивает урон от атрибута Интеллект.","重甲\n你缺乏時尚感讓你能專注於發明。閱讀雜誌時有機會獲得兩個製作技能點。\n\n全套裝備加成：增加智力屬性帶來的傷害。"
armorNerdGlovesDesc,items,Clothes,,"Heavy Armor\nProtect those cold clammy soft hands from the elements and become an intellectual badass. Deal attack speed with intellect based weapons.\n\nFull Set Bonus: Increases damage from the Intelligence attribute.","Тяжелая броня\nЗащитите свои нежные руки от холода и станьте крутым интеллектуалом. Увеличивает скорость атаки оружия, зависящим от интеллекта.\n\nБонус за комплект: Увеличивает урон от атрибута Интеллект.","重甲\n保護那些冰冷柔軟的手免受元素侵襲，成為一個知識型的狠角色。增加基於智力的武器的攻擊速度。\n\n全套裝備加成：增加智力屬性帶來的傷害。"
armorNerdBootsDesc,items,Clothes,,"Heavy Armor\nThe distant school years were not in vain. You've definitely learned how to run away. Increases running speed.\n\nFull Set Bonus: Increases damage from the Intelligence attribute.","Тяжелая броня\nДалекие школьные годы не прошли даром. Убегать вы точно научились. Увеличивает скорость бега.\n\nБонус за комплект: Увеличивает урон от атрибута Интеллект.","重甲\n遙遠的學校歲月並非白費。你肯定學會了如何逃跑。增加奔跑速度。\n\n全套裝備加成：增加智力屬性帶來的傷害。"
buffNerdSetBonusTooltip,buffs,Buff,,Nerd Full Set Bonus Active,Бонус за полный комплект ботана активен,書呆子全套裝備加成已啟動
buffNerdSemiSetBonusTooltip,buffs,Buff,,Nerd Semi Set Bonus Active,Бонус за полукомплект ботана активен,書呆子半套裝備加成已啟動
buffNerdSetBonusDesc,buffs,Buff,,"Robots are not only valuable fur...\n\nDamage dealt from the Intelligence attribute increased by {cvar(.armorNerdFSBDisplay:0)}%","Роботы это не только ценный мех...\n\nУрон наносимый от атрибута Интелект увеличен на {cvar(.armorNerdFSBDisplay:0)}%","機器人不僅僅是有價值的皮毛...\n\n智力屬性造成的傷害增加{cvar(.armorNerdFSBDisplay:0)}%"
buffNerdSemiSetBonusDesc,buffs,Buff,,"Even in an incomplete Nerd set, Robots are not only valuable fur...\n\nDamage dealt by the Intelligence attribute is increased by {cvar(.armorSemiNerdFSBDisplay:0)}%","Даже в неполном комплекте Ботана, Роботы это не только ценный мех...\n\nУрон наносимый от атрибута Интелект увеличен на {cvar(.armorSemiNerdFSBDisplay:0)}%","即使是不完整的書呆子套裝，機器人也不僅僅是有價值的皮毛...\n\n智力屬性造成的傷害增加{cvar(.armorSemiNerdFSBDisplay:0)}%"

armorRaiderHelmetDesc,items,Clothes,,"Heavy Armor\nGrandma's ointments work wonders. Increases the speed of healing received.\n\nFull Set Bonus: Increases all melee damage.","Тяжелая броня\nБабушкины мази творят чудеса. Увеличивает скорость получаемого лечения.\n\nБонус за комплект: Увеличивает весь урон в ближнем бою.","重甲\n奶奶的藥膏效果神奇。增加接受治療的速度。\n\n全套裝備加成：增加所有近戰傷害。"
armorRaiderOutfitDesc,items,Clothes,,"Heavy Armor\nOops. I didn't immediately notice that my arm was broken. Increases the recovery rate of critical wounds.\n\nFull Set Bonus: Increases all melee damage.","Тяжелая броня\nУпс. Сразу и не заметил что рука сломана. Увеличивает скорость восстановления критических ранений.\n\nБонус за комплект: Увеличивает весь урон в ближнем бою.","重甲\n哎呀。我沒有立即注意到我的手臂斷了。增加重傷的恢復速度。\n\n全套裝備加成：增加所有近戰傷害。"
armorRaiderGlovesDesc,items,Clothes,,"Heavy Armor\nWell, come one at a time. There's enough for everyone. Increases melee attack speed.\n\nFull Set Bonus: Increases all melee damage.","Тяжелая броня\nНу подходите по одному. На всех хватит. Увеличивает скорость атаки в ближнем бою.\n\nБонус за комплект: Увеличивает весь урон в ближнем бою.","重甲\n好吧，一個一個來。每個人都有份。增加近戰攻擊速度。\n\n全套裝備加成：增加所有近戰傷害。"
armorRaiderBootsDesc,items,Clothes,,"Heavy Armor\nStep right, step left. You easily dodge enemy attacks and spend less stamina.\n\nFull Set Bonus: Increases all melee damage.","Тяжелая броня\nШаг вправо, шаг в лево. Вы легко уворачиваетесь от атак противника и тратите меньше выносливости.\n\nБонус за комплект: Увеличивает весь урон в ближнем бою.","重甲\n向右一步，向左一步。你輕鬆躲避敵人的攻擊並消耗更少的耐力。\n\n全套裝備加成：增加所有近戰傷害。"
buffRaiderSetBonusTooltip,buffs,Buff,,Raider Full Set Bonus Active,Бонус за полный комплект налетчика активен,掠奪者全套裝備加成已啟動
buffRaiderSemiSetBonusTooltip,buffs,Buff,,Raider Semi Set Bonus Active,Бонус за полукомплект налетчика активен,掠奪者半套裝備加成已啟動
buffRaiderSetBonusDesc,buffs,Buff,,"You are invincible in close combat.\n\nMelee damage increased by {cvar(.armorRaiderFSBDisplay:0)}%","Вы непобедимы в ближнем бою.\n\nУрон наносимый в ближнем бою увеличен на {cvar(.armorRaiderFSBDisplay:0)}%","你在近戰中無敵。\n\n近戰傷害增加{cvar(.armorRaiderFSBDisplay:0)}%"
buffRaiderSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Raider set, you are unbeatable in melee combat.\n\nMelee damage increased by {cvar(.armorSemiRaiderFSBDisplay:0)}%","Даже в неполном комплекте Налетчика, Вы непобедимы в ближнем бою.\n\nУрон наносимый в ближнем бою увеличен на {cvar(.armorSemiRaiderFSBDisplay:0)}%","即使是不完整的掠奪者套裝，你在近戰中也是無敵的。\n\n近戰傷害增加{cvar(.armorSemiRaiderFSBDisplay:0)}%"
