Key,Source,Context,Changes,English,Russian
modVehicleSuperChargerImpDesc,item_modifiers,mod,,"Thanks to the improvement, the acceleration and maximum speed of the vehicle are increased by [DECEA3]30%[-]","Благодаря улучшению, ускороние и максимальная скорость транспортного средства увеличены на [DECEA3]30%[-]"

modVehicleSuperChargerUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Super Charger Mod,Мод «Заряженный». [FFB800]Уникальный[-]
modVehicleSuperChargerUniqueDesc,item_modifiers,mod,,"A unique modification that allows you to increase the acceleration and maximum speed of the vehicle by [DECEA3]60%[-]","Уникальная модификация, которая позволяет увеличить ускороние и максимальную скорость транспортного средства на [DECEA3]60%[-]"

modReactorAcceleratorExp,item_modifiers,mod,,[FFB800]Experimental[-] Reactor accelerator Mod,Мод «Реакторный ускоритель» [FFB800]Экспериментальный[-]
modReactorAcceleratorExpDesc,item_modifiers,mod,,"A portable reactor can not only power any network, but also significantly increase the power of any engine. Installing such a modification on an [DECEA3]gyrocopter[-] will increase its speed several times, but it also requires twice as much fuel.","Портативный реактор может не только питать любые сети, но и значительно усиливать мощности любого двигателя. Установка  подобной модификации на [DECEA3]автожир[-] позволит в разы увеличить скорость его передвижения, однако и топливо требуется в два раза больше."

modVehicleFuelSaverImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Fuel Saver Mod,Мод «Ограничитель расхода топлива». [DECEA3]Улучшенный[-]
modVehicleFuelSaverImpDesc,item_modifiers,mod,,"Thanks to the improvement, the vehicle's fuel consumption has been reduced by [DECEA3]65%[-]","Благодаря улучшению, расход топлива транспортным средством уменьшен на [DECEA3]65%[-]"

modVehicleReserveFuelTankImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Reserve Fuel Tank Mod,Мод «Резервный бак». [DECEA3]Улучшенный[-]
modVehicleReserveFuelTankImpDesc,item_modifiers,mod,,"Thanks to the improvement, the vehicle's fuel capacity has been increased by [DECEA3]100%[-]","Благодаря улучшению, запас топлива транспортного средства увеличен на [DECEA3]100%[-]"

modVehicleFuelSystemUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Advanced Fuel System Mod,Мод «Продвинутая топливная система». [FFB800]Уникальный[-]
modVehicleFuelSystemUniqueDesc,item_modifiers,mod,,"A unique modification that allows you to reduce fuel consumption by [DECEA3]80%[-], and also increases the fuel reserve by [DECEA3]200%[-]","Уникальная модификация, которая позволяет снизить расход топлива транспортным средством на [DECEA3]80%[-], а также увеличивает запас топлина на [DECEA3]200%[-]"

modVehiclePlowUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Terrible Plow Mod,Мод «Ужастный Ковш». [FFB800]Уникальный[-]
modVehiclePlowUniqueDesc,item_modifiers,mod,,"A heavy-duty plow for a [DECEA3]4x4 truck[-]. Hundreds of zombies have left their marks on it.\n\nReduces damage taken from objects hitting the front of the 4x4 truck. Significantly increases damage to blocks and creatures.","Сверхпрочный плуг для [DECEA3]грузовика 4х4[-]. Не одна сотня зомби оставили свои отпечатки на нем.\n\nУменьшает урон, получаемый при попадании объектов в переднюю часть грузовика 4х4. Значительно увеличивает урон по блокам и существам."

modVehicleArmorImp,item_modifiers,mod,,[DECEA3]Improved[-] Vehicle Armor Mod,Мод «Броня». [DECEA3]Улучшенный[-]
modVehicleArmorImpDesc,item_modifiers,mod,,"Thanks to the upgrade, it significantly reduces the damage received when objects hit the front of the vehicle and also increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].","Благодаря улучшению, заметно уменьшает урон, получаемый при попадании объектов в переднюю часть транспортного средства а также увеличивает урон по блокам и существам.\nУстанавливается на [DECEA3]мотоцикл[-] или [DECEA3]автожир[-]."

modVehicleArmorUnique,item_modifiers,mod,,[FFB800]Unique[-] Vehicle Terrible Armor Mod,Мод «Ужастная Броня». [FFB800]Уникальный[-]
modVehicleArmorUniqueDesc,item_modifiers,mod,,"A unique modification that significantly reduces damage received when objects hit the front of the vehicle and also significantly increases damage to blocks and creatures.\nInstalled on a [DECEA3]motorcycle[-] or [DECEA3]gyrocopter[-].","Уникальная модификация, значительно уменьшающая урон, получаемый при попадании объектов в переднюю часть транспортного средства а также  значительно увеличивает урон по блокам и существам.\nУстанавливается на [DECEA3]мотоцикл[-] или [DECEA3]автожир[-]."


buffJetPackReloadName,buffs,buff,,Recharging the jetpack,Перезарядка реактивного ранца 
buffJetPackReloadTooltip,buffs,buff,,Your jetpack is on recharge,Ваш реактивный ранец на перезарядке
buffJetPackReloadIncDesc,buffs,Buff,,"Your jetpack is on recharge. Wait until it is complete before you can use it.\n\n[DECEA3]Duration: 7 seconds[-]","Ваш реативный ранец на перезарядки. Дождитесь ее завершения для возможности его использования.\n\n[DECEA3]Длительность: 7 секунд[-]"
buffJetPackNormalName,buffs,buff,,JetPack [DECEA3]OFF[-],Реактивный ранец [DECEA3]ВЫКЛ[-]
buffJetPackNormalTooltip,buffs,buff,,Your jetpack is disabled,Ваш реактивный ранец выключен
buffJetPackNormalIncDesc,buffs,Buff,,"Your jetpack is disabled. You must activate it to use jump boosts.\n\nIn this mode, stamina consumption when jumping is reduced by [DECEA3]30%[-]","Ваш реативный ранец выключен. Для использования усиленных прыжком его необходимо активировать.\n\nВ этом режиме расход выносливости при прыжках уменьшено на [DECEA3]30%[-]"
buffJetPackBoostName,buffs,buff,,JetPack [DECEA3]ON[-],Реактивный ранец [DECEA3]ВКЛ[-]
buffJetPackBoostTooltip,buffs,buff,,Your jetpack is active,Ваш реактивный ранец активен
buffJetPackBoostIncDesc,buffs,Buff,,"Your jetpack is active. Your next jump will be boosted by [DECEA3]300%[-]\n\n[DECEA3]After a boosted jump, your jetpack will go on recharge. Be careful not to break your legs[-]"Ваш реативный ранец активен. Следующий ваш прыжок будет усилен на [DECEA3]300%[-]\n\n[DECEA3]После усиленного прыжка ваш ранец уйдет на перезарядку. Будьте осторожны и не поломайте ноги[-]"

buffMotorBoosterName,buffs,buff,,Tool Booster,Бустер инструмента 
buffMotorBoosterTooltip,buffs,buff,,tool boost mode active,Активен режим буста инструмента
buffMotorBoosterIncDesc,buffs,Buff,,"Active mode increases the speed of [FFB800]work by 2 times[-]\nAt the same time, the tool breakage rate is increased by [DECEA3]250%[-]. Also, the amount of extracted resources is reduced by [DECEA3]70%[-]","Активный режим увеличивает cкорость работы [FFB800]в 2 раза[-]\nПри этом скорость поломки инструмента увеличена на [DECEA3]250%[-]. Также количество добываемых ресурсов уменьшено на [DECEA3]70%[-]"

buffGunBooster1Name,buffs,buff,,[DECEA3]Experimental[-] Gun Booster,Бустер оружия [DECEA3]Экспериментальный[-]
buffGunBooster1Tooltip,buffs,buff,,gun boost mode active,Активен режим буста оружия
buffGunBooster1Desc,buffs,Buff,,"Active mode increases the rate of fire by [DECEA3]50%[-]\nAt the same time, the rate of weapon breakdown is significantly increased","Активный режим увеличивает скорострельность на [DECEA3]50%[-]\nПри этом скорость поломки оружия значительно увеличена"

buffGunBooster2Name,buffs,buff,,[FFB800]Unique[-] Gun Booster,Бустер оружия [FFB800]Уникальный[-]
buffGunBooster2Tooltip,buffs,buff,,gun boost mode active,Активен режим буста оружия
buffGunBooster2Desc,buffs,Buff,,"Active mode increases the rate of fire of [DECEA3]by 2 times[-]\nAt the same time, the rate of weapon breakdown is significantly increased","Активный режим увеличивает скорострельность [DECEA3]в 2 раза[-]\nПри этом скорость поломки оружия значительно увеличена"

buffGunDAc1Name,buffs,buff,,[DECEA3]Experimental[-] Damage Accumulator - Charging,Зарядка - Накопитель урона [DECEA3]Экспериментальный[-]
buffGunDAc1Tooltip,buffs,buff,,Charging the damage accumulator,Зарядка накопитель урона
buffGunDAc1Desc,buffs,Buff,,"Active mode accumulates charges when dealing damage to an enemy\nWhen [DECEA3]5[-] charges are accumulated, the next shot will deal increased damage","Активный режим накапливает заряды при нанесении урона по противнику\nПри накоплении [DECEA3]5[-] зарядов следующий выстрел нанесет повышенный урон"
buffGunDAcShot1Name,buffs,buff,,[DECEA3]Experimental[-] Damage Accumulator - Active,Активен - Накопитель урона [DECEA3]Экспериментальный[-]
buffGunDAcShot1Tooltip,buffs,buff,,damage accumulator active,Активен накопитель уроно
buffGunDAcShot1Desc,buffs,Buff,,"Your next shot will deal [DECEA3]400%[-] damage","Следующий ваш выстрел нанесет [DECEA3]400%[-] урона"

buffGunDAc2Name,buffs,buff,,[FFB800]Unique[-] Damage Accumulator - Charging,Зарядка - Накопитель урона [FFB800]Уникальный[-]
buffGunDAc2Tooltip,buffs,buff,,Charging the damage accumulator,Зарядка накопитель урона
buffGunDAc2Desc,buffs,Buff,,"Active mode accumulates charges when dealing damage to an enemy\nWhen [DECEA3]3[-] charges are accumulated, the next shot will deal increased damage","Активный режим накапливает заряды при нанесении урона по противнику\nПри накоплении [DECEA3]3[-] зарядов следующий выстрел нанесет повышенный урон"
buffGunDAcShot2Name,buffs,buff,,[FFB800]Unique[-] Damage Accumulator - Active,Активен - Накопитель урона [FFB800]Уникальный[-]
buffGunDAcShot2Tooltip,buffs,buff,,damage accumulator active,Активен накопитель уроно
buffGunDAcShot2Desc,buffs,Buff,,"Your next shot will deal [DECEA3]600%[-] damage","Следующий ваш выстрел нанесет [DECEA3]600%[-] урона"

buffLSSset,buffs,buff,,LSS-1,LSS-1
buffLSSsetName,buffs,buff,,Life support system,Система жизнеобеспечения
buffLSSsetTooltip,buffs,buff,,Life support system active,Активна система жизнеобеспечения
buffLSSsetIncDesc,buffs,Buff,,"Active Life Support increases your core stats: Health, Stamina, Food and Water by [DECEA3]50[-]","Активная система жизнеобеспечания увеличивает ваши основные показатели: Здоровье, выносливость, еда и вода на [DECEA3]50[-]"

